0.000000000000000000e+00,1.037786026963105845e+00,0.000000000000000000e+00,4.646595754015116597e+00
-1.624490552436016338e-03,1.036526988941601557e+00,0.000000000000000000e+00,4.388903093123368571e+00
3.376829277966621537e-03,1.035966969376905800e+00,0.000000000000000000e+00,4.564485362232391097e+00
2.841891124739915481e-03,1.037702647046691240e+00,0.000000000000000000e+00,4.489344358066620799e+00
5.536024849842133798e-03,1.035312376764684794e+00,0.000000000000000000e+00,4.522347591352178675e+00
5.025943160286020298e-03,1.037158710357599212e+00,0.000000000000000000e+00,4.582150817512846253e+00
5.648774465680401861e-03,1.038596327539456521e+00,0.000000000000000000e+00,4.611813623592302847e+00
3.860500855185554532e-03,1.038774304227700673e+00,3.827141033566350270e-03,4.718552486153904546e+00
4.096629959717598864e-03,1.033249534279863990e+00,1.934054687462922334e-02,4.520652835403363490e+00
5.373633564337416263e-03,1.025726996259608281e+00,3.237513870115508313e-02,4.526784220955304860e+00
8.393556362024968964e-03,1.018747865624809679e+00,4.062856133909735490e-02,4.623864387046539015e+00
2.181692694455220072e-02,1.012406908998873867e+00,8.314227547196245682e-02,4.353286666126172655e+00
3.537759162174464872e-02,1.010709976037887259e+00,2.862133519184041353e-01,4.494782969456731614e+00
4.781126726037389363e-02,1.000060633695169399e+00,5.756551424401482597e-01,4.642028673045729192e+00
5.772608000366768327e-02,9.858527758328272661e-01,8.215917416757032576e-01,4.533024285589001501e+00
6.936478334288222192e-02,9.734709967008989828e-01,9.937328589975941151e-01,4.577654640634595040e+00
7.506853706616989363e-02,9.500905606433979189e-01,1.000000000000000000e+00,4.344089369118673716e+00
8.168658987378181469e-02,9.301284819823661953e-01,1.000000000000000000e+00,4.481253779251650471e+00
9.022362180055505665e-02,8.941481881864793424e-01,1.000000000000000000e+00,4.323498928709128997e+00
9.774538338501063961e-02,8.575328274538572826e-01,9.960125839572507855e-01,4.661860430855859327e+00
1.046671804197786132e-01,8.162535584068033589e-01,9.926736908654326674e-01,4.471513445672929521e+00
1.098634045981076446e-01,7.675386096000291758e-01,9.914618623786165541e-01,4.575201771769795478e+00
1.140205015776921127e-01,7.254023103203917078e-01,9.873978464525604570e-01,4.332815034088777217e+00
1.163740098988256116e-01,6.742974936355875526e-01,9.911566341918371936e-01,4.493571493302421338e+00
1.167020501884620254e-01,6.269040327041618399e-01,9.899321102424168961e-01,4.225869495680294463e+00
1.172005518984866601e-01,5.870597258753140757e-01,9.986146969351858971e-01,4.479674926347881225e+00
1.192065599825382349e-01,5.549848950261764280e-01,1.000000000000000000e+00,8.682774388053998038e+00
1.217199101324248911e-01,5.215601042345330285e-01,1.000000000000000000e+00,8.830839146308697707e+00
1.217773745527532259e-01,4.968704655868172448e-01,1.000000000000000000e+00,8.627088728951081364e+00
1.263828719261438915e-01,4.678447071346553687e-01,1.000000000000000000e+00,9.557857949498645311e+00
1.256032657275678588e-01,4.461562649626154564e-01,1.000000000000000000e+00,9.483773033132322894e+00
1.252288312714373020e-01,4.255180766490274658e-01,9.924002695237134075e-01,9.731913588160614026e+00
1.264623555423604606e-01,4.094267390309656585e-01,9.717327945962991320e-01,9.550354982917520275e+00
1.279783877617033661e-01,3.981732673296533020e-01,9.723503597568790013e-01,9.622519703564242022e+00
1.247443388894433347e-01,3.829232817835451219e-01,9.717743831973775226e-01,9.377951182667418450e+00
1.232642838451631917e-01,3.656059776887682911e-01,9.799384118812217714e-01,9.891761285580615848e+00
1.231361610983920801e-01,3.473022107226779731e-01,9.856602387085103834e-01,9.776645188445883150e+00
1.198478796544015651e-01,3.366890102392498529e-01,9.753744401782979967e-01,9.739694718539942286e+00
1.217332743161473191e-01,3.265476872120969265e-01,9.690359105554917640e-01,4.571075721499253675e-01
1.194306523636158163e-01,3.199884148423095542e-01,9.646809603373596165e-01,6.912063552379462683e-01
1.201790543933407285e-01,3.065252092798795291e-01,9.584951774345376041e-01,7.787790492834464340e-01
1.203078494901911738e-01,2.978629629902104781e-01,9.730537747190249886e-01,5.479657184454188590e-01
1.167719775244090014e-01,2.873510927381638380e-01,1.000000000000000000e+00,5.990072706716366158e-01
1.179783939889713362e-01,2.809872119896322795e-01,1.000000000000000000e+00,5.350347425258683565e-01
1.162136020395267144e-01,2.739883097051706295e-01,1.000000000000000000e+00,6.322034470484757529e-01
1.156300598465236501e-01,2.618429303242761907e-01,1.000000000000000000e+00,5.004104705260845609e-01
1.170334986379239772e-01,2.566128443022734351e-01,9.897056363818274027e-01,5.890865997756711270e-01
1.200475558876721860e-01,2.529387738961219600e-01,9.696951281113448395e-01,3.307446524827687973e-01
1.182420118281602567e-01,2.455899585757774228e-01,8.693188131048422695e-01,5.172999702033758140e-01
1.129841229859622626e-01,2.390560803745035712e-01,6.593325241636234235e-01,3.960662229629164366e-01
1.099705644099020080e-01,2.359277055212287422e-01,3.918523088585734726e-01,4.291947432319580535e-01
1.075509152543670244e-01,2.241302494125808620e-01,1.831416857897029959e-01,6.585004479489964258e-01
1.059707823062232129e-01,2.210207140227785638e-01,8.152773849002764583e-02,4.089610258900452933e-01
1.009463093000544237e-01,2.167872378256684718e-01,4.027777109953438461e-02,8.845291867188752377e+00
