9.980339131833305955e-02,2.072648358654830270e-01,4.673223311676431152e-02,8.871042503421223913e+00
9.625234334062506003e-02,2.007905618559283623e-01,4.871610911106685760e-02,8.965469147779353776e+00
9.093107723328905379e-02,1.950569815519780370e-01,3.473839736189587163e-02,8.741520375662107156e+00
8.832246230231935447e-02,1.941665009069377112e-01,1.330548522580662744e-02,8.779821398039297620e+00
8.383552339207214765e-02,1.841685074648148346e-01,0.000000000000000000e+00,8.797424518236587332e+00
7.976102222892410276e-02,1.763239307952931267e-01,0.000000000000000000e+00,8.796982431745837161e+00
7.723138754624968294e-02,1.732093809080965663e-01,0.000000000000000000e+00,8.691182128107437066e+00
7.510600301215364372e-02,1.716154311779909403e-01,0.000000000000000000e+00,8.871423975108488236e+00
7.086293399272008964e-02,1.681414710786845457e-01,0.000000000000000000e+00,8.763343941210090193e+00
6.879688778230277912e-02,1.664670458474491466e-01,2.638457061496015527e-02,8.755888634104310952e+00
6.932312945481716726e-02,1.695158519526783758e-01,4.021877678334839779e-02,8.928359565597189018e+00
6.476846395691043812e-02,1.700286680784635629e-01,5.605899024199944430e-02,8.811959472130780568e+00
6.357817919075171853e-02,1.684989872457947624e-01,3.896196132515478833e-02,8.841486082670211744e+00
6.286013966763713545e-02,1.660293934919043757e-01,3.707133030302144083e-02,8.645820917562202723e+00
6.266668206153251652e-02,1.643492581194082869e-01,5.285902136373230031e-02,8.706889253882918567e+00
6.123364104058421492e-02,1.608298754614647386e-01,4.036762216808648107e-02,8.864144939048559380e+00
5.902760529906802417e-02,1.587751112482440052e-01,2.165893883727239289e-02,8.772831630012714044e+00
5.770548521387143526e-02,1.569355435371380947e-01,0.000000000000000000e+00,8.847998859431553953e+00
5.802444790697464799e-02,1.519219375526229820e-01,0.000000000000000000e+00,8.632901575123094418e+00
5.491537751532818423e-02,1.496506236652364596e-01,0.000000000000000000e+00,8.804387614949250818e+00
5.364369283849998449e-02,1.464562302875642430e-01,0.000000000000000000e+00,8.849405191178652430e+00
5.078085384488575937e-02,1.438282732834415267e-01,0.000000000000000000e+00,8.795589326125750063e+00
4.765414669610341242e-02,1.401803189932814553e-01,0.000000000000000000e+00,7.978097303715030009e+00
4.497525769157726533e-02,1.407203730902802097e-01,0.000000000000000000e+00,7.992174905689314990e+00
4.549182014595507667e-02,1.366550216055971712e-01,0.000000000000000000e+00,6.056235918874125268e+00
4.301549976359749644e-02,1.326871648871025822e-01,0.000000000000000000e+00,5.889514968136092321e+00
4.163712622788424966e-02,1.262439080302719119e-01,0.000000000000000000e+00,6.376046403794878081e+00
3.953775277381905984e-02,1.249076147700924344e-01,0.000000000000000000e+00,6.185040217827824982e+00
3.919842354413137497e-02,1.255838725642229592e-01,0.000000000000000000e+00,6.213588389776242060e+00
3.906492426433937765e-02,1.273156866058026970e-01,0.000000000000000000e+00,6.042346502869127001e+00
3.876853150683771260e-02,1.271991812849373182e-01,0.000000000000000000e+00,6.099767046026649986e+00
3.776797021987780140e-02,1.268117956896092080e-01,2.051364495672278881e-02,8.468562782345094853e-01
3.681851174475200134e-02,1.240095748235085782e-01,4.440286602336613458e-02,9.773177831000129379e-01
3.646011490324487653e-02,1.226751156749524008e-01,9.970095549685963413e-03,8.148652303869523550e-01
3.527332176048023071e-02,1.183720047818124788e-01,0.000000000000000000e+00,8.743895102827088373e-01
3.577351935232406938e-02,1.179049481912681496e-01,0.000000000000000000e+00,9.512264177958603684e-01
3.420414235719110990e-02,1.200584363851253389e-01,0.000000000000000000e+00,8.805937621584835062e-01
3.541852222865848193e-02,1.191391329235880203e-01,2.237117520910406748e-02,9.230946259249016572e-01
3.485835689106194651e-02,1.150677132300859939e-01,2.400855196054051122e-02,1.213166455830050117e+00
3.321298573748771715e-02,1.054537223954981201e-01,6.841976019484356450e-03,8.290417682435028413e-01
3.183550330480238583e-02,1.014848106195198330e-01,0.000000000000000000e+00,8.678636802746525492e-01
3.202017787879537364e-02,9.835148829075809895e-02,0.000000000000000000e+00,8.613528760120058303e-01
3.234911165767974384e-02,9.877998269391234654e-02,0.000000000000000000e+00,9.562289975949970211e-01
3.501123983438612919e-02,9.367740461547580111e-02,0.000000000000000000e+00,2.992637795356920538e+00
3.219222264499722180e-02,9.440078033141084679e-02,0.000000000000000000e+00,2.974700159509297670e+00
3.147296143320434808e-02,8.961972802689398276e-02,0.000000000000000000e+00,2.913423539705402465e+00
